tick,servidor,tipo,mensagem,timestamp
234,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0127 ENTROU substituindo Server-B-VEN0544,1765574677.368788
356,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-VEN0089 (vendas) FALHOU,1765574677.1198144
235,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0049 (suporte) FALHOU,1765574677.3799376
356,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0129 ENTROU substituindo Server-A-RESERVA-VEN0089,1765574677.1198144
359,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0146 (vendas) FALHOU,1765574677.152831
359,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0130 ENTROU substituindo Server-A-VEN0146,1765574677.152831
359,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0297 (vendas) FALHOU,1765574677.152831
359,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0131 ENTROU substituindo Server-A-VEN0297,1765574677.152831
235,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0128 ENTROU substituindo Server-B-SUP0049,1765574677.3799376
360,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0177 (suporte) FALHOU,1765574677.1639128
235,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-VEN0127 (vendas) FALHOU,1765574677.3799376
360,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0132 ENTROU substituindo Server-A-SUP0177,1765574677.1639128
361,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0115 (vendas) FALHOU,1765574677.174737
361,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0133 ENTROU substituindo Server-A-VEN0115,1765574677.174737
235,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0129 ENTROU substituindo Server-B-RESERVA-VEN0127,1765574677.3799376
364,Server-A,FALHA_SERVIDOR,FALHA ALEATÓRIA no tick 364,1765574677.2084866
236,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0038 (suporte) FALHOU,1765574677.391162
364,Server-A,FAILOVER,Iniciando failover de 0 requisições,1765574677.2084866
236,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0130 ENTROU substituindo Server-B-SUP0038,1765574677.391162
383,Server-A,RECUPERACAO,Servidor RECUPERADO no tick 383,1765574677.238911
236,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0077 (suporte) FALHOU,1765574677.391162
385,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0014 (suporte) FALHOU,1765574677.2516015
236,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0131 ENTROU substituindo Server-B-SUP0077,1765574677.391162
385,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0134 ENTROU substituindo Server-A-SUP0014,1765574677.2516015
236,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-VEN0033 (vendas) FALHOU,1765574677.391162
387,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0195 (vendas) FALHOU,1765574677.2734005
387,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0135 ENTROU substituindo Server-A-VEN0195,1765574677.2734005
236,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0132 ENTROU substituindo Server-B-RESERVA-VEN0033,1765574677.391162
388,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0130 (suporte) FALHOU,1765574677.284723
238,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0037 (vendas) FALHOU,1765574677.4134748
238,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0133 ENTROU substituindo Server-B-VEN0037,1765574677.4134748
239,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0467 (vendas) FALHOU,1765574677.4248564
239,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0134 ENTROU substituindo Server-B-VEN0467,1765574677.4248564
242,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0399 (suporte) FALHOU,1765574677.4582999
242,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0135 ENTROU substituindo Server-B-SUP0399,1765574677.4582999
388,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0136 ENTROU substituindo Server-A-SUP0130,1765574677.284723
242,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0472 (vendas) FALHOU,1765574677.4582999
388,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0286 (suporte) FALHOU,1765574677.284723
242,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0136 ENTROU substituindo Server-B-VEN0472,1765574677.4582999
388,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0137 ENTROU substituindo Server-A-SUP0286,1765574677.284723
392,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0012 (vendas) FALHOU,1765574677.3285587
392,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0138 ENTROU substituindo Server-A-VEN0012,1765574677.3285587
392,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0279 (suporte) FALHOU,1765574677.3285587
242,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-VEN0115 (suporte) FALHOU,1765574677.4582999
392,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0139 ENTROU substituindo Server-A-SUP0279,1765574677.3285587
242,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0137 ENTROU substituindo Server-B-RESERVA-VEN0115,1765574677.4582999
395,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0212 (suporte) FALHOU,1765574677.3616512
395,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0140 ENTROU substituindo Server-A-SUP0212,1765574677.3616512
395,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-VEN0047 (suporte) FALHOU,1765574677.3616512
395,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0141 ENTROU substituindo Server-A-RESERVA-VEN0047,1765574677.3616512
402,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0282 (suporte) FALHOU,1765574677.4393435
244,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0005 (vendas) FALHOU,1765574677.4813492
402,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0142 ENTROU substituindo Server-A-SUP0282,1765574677.4393435
404,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0063 (suporte) FALHOU,1765574677.4613369
404,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0143 ENTROU substituindo Server-A-SUP0063,1765574677.4613369
408,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-VEN0063 (vendas) FALHOU,1765574677.505912
244,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0138 ENTROU substituindo Server-B-VEN0005,1765574677.4813492
408,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0144 ENTROU substituindo Server-A-RESERVA-VEN0063,1765574677.505912
409,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0077 (suporte) FALHOU,1765574677.5171008
245,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0510 (suporte) FALHOU,1765574677.492604
409,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0145 ENTROU substituindo Server-A-SUP0077,1765574677.5171008
245,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0139 ENTROU substituindo Server-B-SUP0510,1765574677.492604
411,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0309 (suporte) FALHOU,1765574677.539552
246,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0128 (vendas) FALHOU,1765574677.5043662
411,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0146 ENTROU substituindo Server-A-SUP0309,1765574677.539552
246,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0140 ENTROU substituindo Server-B-VEN0128,1765574677.5043662
415,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0358 (suporte) FALHOU,1765574677.5840783
247,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0281 (vendas) FALHOU,1765574677.5155737
415,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0147 ENTROU substituindo Server-A-SUP0358,1765574677.5840783
247,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0141 ENTROU substituindo Server-B-VEN0281,1765574677.5155737
247,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-SUP0108 (suporte) FALHOU,1765574677.5155737
247,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0142 ENTROU substituindo Server-B-RESERVA-SUP0108,1765574677.5155737
249,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0308 (vendas) FALHOU,1765574677.5380092
249,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0143 ENTROU substituindo Server-B-VEN0308,1765574677.5380092
249,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0356 (suporte) FALHOU,1765574677.5380092
417,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-VEN0143 (suporte) FALHOU,1765574677.606308
249,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0144 ENTROU substituindo Server-B-SUP0356,1765574677.5380092
417,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0148 ENTROU substituindo Server-A-RESERVA-VEN0143,1765574677.606308
251,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0106 (vendas) FALHOU,1765574677.5607822
418,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-SUP0122 (vendas) FALHOU,1765574677.6176298
251,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0145 ENTROU substituindo Server-B-VEN0106,1765574677.5607822
251,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0532 (suporte) FALHOU,1765574677.5607822
251,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0146 ENTROU substituindo Server-B-SUP0532,1765574677.5607822
418,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0149 ENTROU substituindo Server-A-RESERVA-SUP0122,1765574677.6176298
251,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0540 (suporte) FALHOU,1765574677.5607822
423,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-SUP0072 (vendas) FALHOU,1765574677.6736267
251,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0147 ENTROU substituindo Server-B-SUP0540,1765574677.5607822
423,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0150 ENTROU substituindo Server-A-RESERVA-SUP0072,1765574677.6736267
253,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0088 (suporte) FALHOU,1765574677.5835478
425,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0037 (vendas) FALHOU,1765574677.6960328
425,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0151 ENTROU substituindo Server-A-VEN0037,1765574677.6960328
426,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0122 (vendas) FALHOU,1765574677.7069075
426,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0152 ENTROU substituindo Server-A-VEN0122,1765574677.7069075
253,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0148 ENTROU substituindo Server-B-SUP0088,1765574677.5835478
426,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0129 (suporte) FALHOU,1765574677.7069075
426,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0153 ENTROU substituindo Server-A-SUP0129,1765574677.7069075
256,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0452 (vendas) FALHOU,1765574677.6170938
427,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0213 (vendas) FALHOU,1765574677.717955
256,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0149 ENTROU substituindo Server-B-VEN0452,1765574677.6170938
427,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0154 ENTROU substituindo Server-A-VEN0213,1765574677.717955
257,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0238 (suporte) FALHOU,1765574677.628364
429,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-SUP0112 (suporte) FALHOU,1765574677.7404811
257,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0150 ENTROU substituindo Server-B-SUP0238,1765574677.628364
429,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0155 ENTROU substituindo Server-A-RESERVA-SUP0112,1765574677.7404811
430,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0109 (vendas) FALHOU,1765574677.751902
430,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0156 ENTROU substituindo Server-A-VEN0109,1765574677.751902
260,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0122 (suporte) FALHOU,1765574677.6629431
431,Server-A,RECEBIMENTO,Req 0 (vendas) recebida na fila,1765574677.7633736
260,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0151 ENTROU substituindo Server-B-SUP0122,1765574677.6629431
431,Server-A,RECEBIMENTO,Req 1 (suporte) recebida na fila,1765574677.7633736
260,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-VEN0057 (suporte) FALHOU,1765574677.6629431
431,Server-A,RECEBIMENTO,Req 2 (vendas) recebida na fila,1765574677.7633736
260,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0152 ENTROU substituindo Server-B-RESERVA-VEN0057,1765574677.6629431
431,Server-A,RECEBIMENTO,Req 3 (suporte) recebida na fila,1765574677.7633736
261,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0078 (suporte) FALHOU,1765574677.6741533
431,Server-A,RECEBIMENTO,Req 4 (suporte) recebida na fila,1765574677.7633736
261,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0153 ENTROU substituindo Server-B-SUP0078,1765574677.6741533
431,Server-A,RECEBIMENTO,Req 5 (suporte) recebida na fila,1765574677.7633736
262,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-SUP0036 (vendas) FALHOU,1765574677.6853096
431,Server-A,RECEBIMENTO,Req 6 (suporte) recebida na fila,1765574677.7633736
431,Server-A,RECEBIMENTO,Req 7 (vendas) recebida na fila,1765574677.7633736
262,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0154 ENTROU substituindo Server-B-RESERVA-SUP0036,1765574677.6853096
431,Server-A,RECEBIMENTO,Req 8 (vendas) recebida na fila,1765574677.7633736
264,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0028 (vendas) FALHOU,1765574677.7079334
431,Server-A,RECEBIMENTO,Req 9 (vendas) recebida na fila,1765574677.7633736
264,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0155 ENTROU substituindo Server-B-VEN0028,1765574677.7079334
431,Server-A,RECEBIMENTO,Req 10 (vendas) recebida na fila,1765574677.7633736
267,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0443 (suporte) FALHOU,1765574677.7415228
431,Server-A,RECEBIMENTO,Req 11 (suporte) recebida na fila,1765574677.7633736
267,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0156 ENTROU substituindo Server-B-SUP0443,1765574677.7415228
431,Server-A,ATENDIMENTO,Req 1 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574677.7633736
270,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0016 (vendas) FALHOU,1765574677.775375
431,Server-A,ATENDIMENTO,Req 3 FINALIZADA por Server-A-SUP0005 (0 transferências),1765574677.7633736
270,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0157 ENTROU substituindo Server-B-VEN0016,1765574677.775375
431,Server-A,ATENDIMENTO,Req 4 FINALIZADA por Server-A-SUP0007 (0 transferências),1765574677.7633736
270,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0091 (vendas) FALHOU,1765574677.775375
431,Server-A,ATENDIMENTO,Req 5 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574677.7633736
270,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0158 ENTROU substituindo Server-B-VEN0091,1765574677.775375
431,Server-A,ATENDIMENTO,Req 6 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574677.7633736
431,Server-A,ATENDIMENTO,Req 11 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574677.7633736
271,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0337 (suporte) FALHOU,1765574677.7865808
431,Server-A,ATENDIMENTO,Req 0 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574677.7633736
271,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0159 ENTROU substituindo Server-B-SUP0337,1765574677.7865808
272,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0513 (vendas) FALHOU,1765574677.7978408
431,Server-A,ATENDIMENTO,Req 2 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574677.7633736
272,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0160 ENTROU substituindo Server-B-VEN0513,1765574677.7978408
431,Server-A,ATENDIMENTO,Req 7 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574677.7633736
431,Server-A,ATENDIMENTO,Req 8 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574677.7633736
431,Server-A,ATENDIMENTO,Req 9 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574677.7633736
431,Server-A,ATENDIMENTO,Req 10 FINALIZADA por Server-A-VEN0008 (0 transferências),1765574677.7633736
432,Server-A,RECEBIMENTO,Req 12 (vendas) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 13 (vendas) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 14 (vendas) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 15 (suporte) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 16 (vendas) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 17 (vendas) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 18 (suporte) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 19 (suporte) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 20 (vendas) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 21 (suporte) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 22 (suporte) recebida na fila,1765574677.774848
432,Server-A,RECEBIMENTO,Req 23 (vendas) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 24 (vendas) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 25 (suporte) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 26 (suporte) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 27 (suporte) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 28 (suporte) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 29 (suporte) recebida na fila,1765574677.775375
432,Server-A,RECEBIMENTO,Req 30 (vendas) recebida na fila,1765574677.775375
432,Server-A,ATENDIMENTO,Req 15 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 18 FINALIZADA por Server-A-SUP0005 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 19 FINALIZADA por Server-A-SUP0007 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 21 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 22 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 25 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 26 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 27 FINALIZADA por Server-A-SUP0016 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 28 FINALIZADA por Server-A-SUP0019 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 29 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 12 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 13 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574677.775375
273,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0127 (vendas) FALHOU,1765574677.8092816
432,Server-A,ATENDIMENTO,Req 14 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 16 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 17 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574677.775375
273,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0161 ENTROU substituindo Server-B-VEN0127,1765574677.8092816
432,Server-A,ATENDIMENTO,Req 20 FINALIZADA por Server-A-VEN0008 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 23 FINALIZADA por Server-A-VEN0009 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 24 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574677.775375
432,Server-A,ATENDIMENTO,Req 30 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574677.775375
433,Server-A,RECEBIMENTO,Req 31 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 32 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 33 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 34 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 35 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 36 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 37 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 38 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 39 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 40 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 41 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 42 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 43 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 44 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 45 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 46 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 47 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 48 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 49 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 50 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 51 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 52 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 53 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 54 (suporte) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 55 (vendas) recebida na fila,1765574677.7865808
433,Server-A,RECEBIMENTO,Req 56 (vendas) recebida na fila,1765574677.7865808
433,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0031 (suporte) FALHOU,1765574677.7865808
433,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0157 ENTROU substituindo Server-A-SUP0031,1765574677.7865808
433,Server-A,FALHA_ATENDENTE,Atendente Server-A-RESERVA-VEN0041 (suporte) FALHOU,1765574677.7865808
433,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0158 ENTROU substituindo Server-A-RESERVA-VEN0041,1765574677.7865808
433,Server-A,ATENDIMENTO,Req 31 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 32 FINALIZADA por Server-A-SUP0005 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 34 FINALIZADA por Server-A-SUP0007 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 36 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 37 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 39 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 41 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 43 FINALIZADA por Server-A-SUP0016 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 44 FINALIZADA por Server-A-SUP0019 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 45 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 46 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 49 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 50 FINALIZADA por Server-A-SUP0024 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 52 FINALIZADA por Server-A-SUP0025 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 53 FINALIZADA por Server-A-SUP0027 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 54 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 33 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 35 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 38 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 40 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 42 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 47 FINALIZADA por Server-A-VEN0008 (0 transferências),1765574677.7865808
433,Server-A,ATENDIMENTO,Req 48 FINALIZADA por Server-A-VEN0009 (0 transferências),1765574677.7865808
